state,highway,exit,latitude,longitude
IA,US218,16A,41.9221119,-91.6702994
IA,US218,252A,41.92804205,-91.6789655
IA,US218,246A,41.9601175,-91.78271135
IA,US218,246B,41.9586476,-91.7762568
IA,US218,250,41.938412,-91.71551099999999
IA,US218,16B,41.9274023,-91.6697138
IA,US218,18,40.6185985,-91.5592175
IA,US218,19,40.6390666,-91.55710835
IA,US218,71,42.461581,-92.3144848
IA,US218,181B,42.4963055,-92.3466035
IA,US218,181A,42.4941423,-92.3432607
IA,US218,181,42.4986326,-92.3602968
IA,US218,184,42.516073399999996,-92.3861761
IA,US218,182,42.5057401,-92.371676
IA,US218,203,42.71529045,-92.5342644
IA,US218,189,42.5612719,-92.4260865
IA,US218,80,41.486950050000004,-91.5512937
IA,US218,66,41.28891165,-91.5334224
IA,US218,42B,40.9590341,-91.5192317
IA,US218,70,41.337351850000005,-91.55210894999999
IA,US218,205,42.744716249999996,-92.53400325000001
IA,US218,220,42.95279214999999,-92.55075425
IA,US218,0,41.7026731,-91.6422516
IA,US218,42,40.9596917,-91.5192301
IA,US218,192,42.6134652,-92.44353735
IA,US218,231,41.9636211,-92.0268533
IA,US30,137,42.0347355,-93.8151775
IA,US30,126,42.029593500000004,-94.0280135
IA,US30,142,42.02068975,-93.7228766
IA,US30,231,41.96349085,-92.02811745
IA,US30,311B,41.819945,-90.568475
IA,US30,312AB,41.8087862,-90.5610145
IA,US30,313,41.80736205,-90.53884930000001
IA,US30,323,41.81564365,-90.35487695
IA,US30,312,41.8082959,-90.5670604
IA,US30,248,41.94524135,-91.7408187
IA,US30,253,41.92683285,-91.65373295
IA,US30,252B,41.92703415,-91.6726793
IA,US30,252C,41.92694285,-91.66518875
IA,US30,254B,41.9265088,-91.6380413
IA,US30,252A,41.92804205,-91.6789655
IA,US30,246A,41.9601175,-91.78271135
IA,US30,246B,41.9586476,-91.7762568
IA,US30,259,41.92632825,-91.5388672
IA,US30,250,41.938412,-91.71551099999999
IA,US30,254,41.9267787,-91.6363235
IA,US30,179,42.0081007,-93.02057515
IA,US30,186,42.003928200000004,-92.88265385
IA,US30,185,42.00367095,-92.91264029999999
IA,US30,151A,42.0073985,-93.57530405
IA,US30,151B,42.0079515,-93.56736825
IA,US30,146,42.003242549999996,-93.6393481
IA,US30,164,42.0078625,-93.3084695
IA,US30,158,42.007964,-93.4315905
IA,US30,148,42.004920150000004,-93.61060785000001
IA,US30,150,42.006574,-93.58722725
IA,US30,144,42.0088941,-93.679779
IA,US30,181,42.0073037,-92.9871066
IA,US30,182,42.0035327,-92.9527847
IA,US30,192,42.010999,-92.78483175
IA,US30,254A,41.926606,-91.6452097
IA,US30,204,41.9677518,-92.5455642
IA,US30,202,41.98272245,-92.58556365
IA,US30,311A,41.8254303,-90.569339
IA,US30,265,41.91153045,-91.42804115000001
IA,US30,268,41.911871,-91.36648969999999
IA,US30,217,41.9641441,-92.29748165
IA,US34,45,40.987535,-91.526911
IA,US34,244,40.913701700000004,-91.41404255
IA,US34,234,40.98865955,-91.547055
IA,US34,229,40.9702131,-91.6410385
IA,US34,195,41.00333275,-92.30392415
IA,US34,191,41.0098466,-92.3704899
IA,US34,199,40.9983728,-92.23724874999999
IA,US34,210,41.00651315,-92.02178345
IA,US34,203,41.00361875,-92.16309365000001
IA,US34,212,40.98371395,-91.9628991
IA,US34,214,41.00015380000001,-91.91222985
IA,US34,263,40.813128899999995,-91.0995707
IA,US34,262B,40.81555155,-91.11044215
IA,US34,261,40.81860785000001,-91.14144590000001
IA,US34,260,40.8167311,-91.16735729999999
IA,US34,258,40.835137,-91.20866545
IA,US34,259,40.82359445,-91.18686295
IA,US34,255,40.83034915,-91.2717181
IA,US34,231,40.9854932,-91.6044228
IA,US34,262A,40.81742615,-91.12565015
IA,US34,42,40.9596917,-91.5192301
IA,US75,2,42.4533438,-96.33323279999999
IA,US75,3,42.460802150000006,-96.32734020000001
IA,US75,97,42.519334,-96.337186
IA,US75,4,42.4685069,-96.3235244
IA,US75,99,42.55233485,-96.33862545
IA,US75,1,42.4441499,-96.3483339
IA,US75,93,42.4820569,-96.323823
IA,US75,1B,42.4463837,-96.3765303
IA,US75,116,42.7641213,-96.2092753
IA,US75,120,42.817298,-96.1806143
IA,US75,118,42.7929868,-96.204338
ID,I15,0,44.5579326,-112.3146216
ID,I15,398,41.9813333,-112.1927317
ID,I15,69,42.87731035,-112.42599770000001
ID,I15,36,42.502000499999994,-112.169607
ID,I15,47,42.66134415,-112.21175735
ID,I15,57,42.790644,-112.238858
ID,I15,44,42.61774335,-112.19911395
ID,I15,31,42.4305505,-112.18235250000001
ID,I15,58,42.799571,-112.268744
ID,I15,80,43.0218993,-112.40809625
ID,I15,71,42.8974072,-112.43551125
ID,I15,72,42.9191863,-112.4413574
ID,I15,40,42.5680074,-112.17976305
ID,I15,67,42.83910265,-112.4104464
ID,I15,63,42.799146,-112.36385515
ID,I15,93,43.198812849999996,-112.3636938
ID,I15,108,43.382008299999995,-112.1897216
ID,I15,89,43.1528851,-112.3887359
ID,I15,98,43.2617234,-112.30910785
ID,I15,118,43.49704555,-112.0542157
ID,I15,113,43.43884,-112.1211275
ID,I15,128,43.62340495,-112.07968935
ID,I15,119,43.5041984,-112.05548404999999
ID,I15,190,44.4873479,-112.23516434999999
ID,I15,180,44.3573725,-112.18641600000001
ID,I15,172,44.2495622,-112.22756915
ID,I15,184,44.4134769,-112.19949265
ID,I15,167,44.176487550000004,-112.24044255000001
ID,I15,135,43.716642,-112.13430925
ID,I15,143,43.83052405,-112.19488960000001
ID,I15,150,43.9250949,-112.2121714
ID,I15,22,42.304525999999996,-112.210271
ID,I15,13,42.1838335,-112.2325015
ID,I15,17,42.234552,-112.23076
ID,I15,3,42.03715945,-112.21138529999999
ID,I15,116,43.4679656,-112.08553284999999
ID,I84,35,43.60059095,-116.57251815000001
ID,I84,5,41.96480115,-112.75528800000001
ID,I84,71,43.38535525,-115.99709595
ID,I84,54,43.56592044999999,-116.19687895
ID,I84,49,43.5946432,-116.2863481
ID,I84,50B,43.58893585,-116.27157865000001
ID,I84,59A,43.5156621,-116.1473872
ID,I84,57,43.541330349999996,-116.16084945
ID,I84,59,43.501667,-116.13709
ID,I84,44,43.59346085,-116.39333585
ID,I84,50A,43.5916708,-116.27731025
ID,I84,64,43.4656964,-116.09478225000001
ID,I84,52,43.57569395,-116.24427155
ID,I84,42,43.59353295,-116.4343115
ID,I84,50A–B,43.5966087,-116.2911385
ID,I84,29,43.6622553,-116.66114845
ID,I84,38,43.59928885,-116.5130327
ID,I84,17,43.80635045,-116.75183655000001
ID,I84,25,43.7080586,-116.69995895
ID,I84,26,43.6904521,-116.69323779999999
ID,I84,27,43.68047455,-116.68852005
ID,I84,36,43.59888395,-116.5526207
ID,I84,228,42.515704299999996,-113.42242895
ID,I84,245,42.3277135,-113.2128985
ID,I84,237,42.41513875,-113.31921625000001
ID,I84,216,42.568811749999995,-113.6238714
ID,I84,254,42.241202400000006,-113.08972765
ID,I84,222,42.5667896,-113.51603735
ID,I84,120,42.961949,-115.313258
ID,I84,99,43.087605499999995,-115.61407399999999
ID,I84,121,42.960038,-115.29042845000001
ID,I84,90,43.174148,-115.749695
ID,I84,95,43.13929935,-115.6639303
ID,I84,125,42.973851499999995,-115.21452450000001
ID,I84,129,42.95388045,-115.1494897
ID,I84,112,42.958626,-115.463238
ID,I84,74,43.3445655,-115.953052
ID,I84,114,42.946139,-115.421121
ID,I84,141,42.9237051,-114.9340641
ID,I84,155,42.775252,-114.723633
ID,I84,157,42.7662415,-114.703881
ID,I84,147,42.858793,-114.8446285
ID,I84,137,42.938072500000004,-114.9926475
ID,I84,194,42.57609555,-114.06939355
ID,I84,173,42.6421115,-114.44558459999999
ID,I84,182,42.577523,-114.29520049999999
ID,I84,168,42.68890585,-114.51843704999999
ID,I84,188,42.576057,-114.171813
ID,I84,165,42.7239365,-114.546335
ID,I84,201,42.57657545,-113.93115435
ID,I84,208,42.5681599,-113.7925374
ID,I84,263,42.15158405,-112.9850589
ID,I84,211,42.56881115,-113.73170105
ID,I84,13,43.8666693,-116.77897555
ID,I84,3,43.9712433,-116.9140453
ID,I84,9,43.9072002,-116.8158607
ID,I84,33,43.612225699999996,-116.59974980000001
ID,I84,46,43.5955378,-116.3561117
ID,I84,28,43.6703134,-116.67690393333334
ID,I84,59B,43.5074124,-116.1430669
ID,I84,53,43.570789899999994,-116.2156461
ID,I86,61,42.912814999999995,-112.4666239
ID,I86,63,42.9124072,-112.447103
ID,I86,15,42.5989915,-113.229093
ID,I86,222,42.5694402,-113.5259929
ID,I86,33,42.711334,-112.9257175
ID,I86,58,42.91249305,-112.52933569999999
ID,I86,21,42.62105485,-113.1215085
ID,I86,36,42.74941235,-112.8796792
ID,I86,44,42.836477,-112.7692245
ID,I86,56,42.901855850000004,-112.57690785
ID,I86,52,42.88813035,-112.63390509999999
ID,I86,49,42.87195555,-112.6951163
ID,I86,40,42.7931828,-112.8278841
ID,I86,28,42.6683868,-112.9939167
ID,I86,1,42.5713924,-113.5119561
ID,I90,13,47.697428200000004,-116.7808127
ID,I90,12,47.698721,-116.79235489999999
ID,I90,6,47.712715,-116.924257
ID,I90,11,47.69998365,-116.80747009999999
ID,I90,5,47.713021350000005,-116.9479422
ID,I90,22,47.62399965,-116.6484337
ID,I90,28,47.62012665,-116.52785815
ID,I90,7,47.71075765,-116.89636775
ID,I90,34,47.575566550000005,-116.44241685
ID,I90,15,47.6741922,-116.7529049
ID,I90,2,47.7085085,-117.001825
ID,I90,14,47.6882157,-116.76448189999999
ID,I90,39,47.5498278,-116.35286239999999
ID,I90,60,47.49068975,-115.954948
ID,I90,62,47.473147499999996,-115.915617
ID,I90,64,47.472555,-115.86778104999999
ID,I90,68,47.4641591,-115.8033214
ID,I90,57,47.50852535,-115.99770095
ID,I90,54,47.527585,-116.0488091
ID,I90,65,47.467752149999995,-115.84817325
ID,I90,61,47.47787175,-115.93200945000001
ID,I90,67,47.4654401,-115.81363675
ID,I90,48,47.54662955,-116.1758325
ID,I90,69,47.4685037,-115.78535074999999
ID,I90,66,47.461899,-115.8279
ID,I90,0,47.45417625,-115.69462925
ID,I90,45,47.5460993,-116.22676179999999
ID,I90,43,47.5501439,-116.2713416
ID,I90,299,47.6968962,-117.0418126
ID,I90,17,47.656573550000005,-116.72482265
ID,I90,50,47.53920325,-116.12180599999999
ID,I90,49,47.545508999999996,-116.13326789999999
ID,I90,51,47.5395625,-116.1236948
ID,I90,40,47.547957800000006,-116.32620890000001
ID,I90,1,47.70166395,-117.01936574999999
IL,I24,16,37.41550765,-88.8705145
IL,I24,7,37.53328615,-88.92380495
IL,I24,14,37.44639215,-88.88690360000001
IL,I24,37,37.16123315,-88.682675
IL,I24,27,37.3007937,-88.75318795000001
IL,I24,44AB,37.6041408,-88.9952505
IL,I255,25B,38.67723415,-90.02985975
IL,I255,25A,38.6703239,-90.02950290000001
IL,I255,30,38.7490419,-90.0434178
IL,I255,24,38.65772685,-90.03168595
IL,I255,29,38.730317150000005,-90.03736425
IL,I255,26,38.69411915,-90.03071765
IL,I255,6,38.47818895,-90.23035585
IL,I255,9,38.507590949999994,-90.20584555
IL,I255,15,38.566099300000005,-90.12982275
IL,I255,10,38.526683500000004,-90.196046
IL,I255,19,38.604665600000004,-90.0844304
IL,I255,17A,38.580539099999996,-90.1105205
IL,I255,17B,38.584448550000005,-90.10476729999999
IL,I255,13,38.5521105,-90.160026
IL,I255,20,38.6210148,-90.07107385
IL,I270,12,38.7556515,-89.9564905
IL,I270,3,38.7662204,-90.1183387
IL,I270,7B,38.7571249,-90.0357784
IL,I270,9,38.7565853,-90.00958005
IL,I270,15A,38.7519586,-89.9140445
IL,I270,7A,38.7572516,-90.0437835
IL,I270,15B,38.75219155,-89.90372285000001
IL,I270,7,38.757251,-90.056302
IL,I270,6,38.7575001,-90.0723375
IL,I270,3B,38.766057,-90.123292
IL,I270,6B,38.757547,-90.060766
IL,I270,3A,38.7660787,-90.1303247
IL,I270,6A,38.75767,-90.0674722
IL,I270,4,38.7601289,-90.09420370000001
IL,I290,27C,41.875525249999995,-87.68740305
IL,I290,26B,41.8745327,-87.7066076
IL,I290,18B,41.871154000000004,-87.86136425000001
IL,I290,17,41.8719651,-87.89219299999999
IL,I290,16,41.8702362,-87.8913572
IL,I290,21B,41.8735767,-87.80392760000001
IL,I290,7,41.9637215,-88.0209448
IL,I290,15A,41.879204433333335,-87.91504003333334
IL,I290,12,41.914153,-87.93915465
IL,I290,13A,41.905395,-87.9249172
IL,I290,5,41.98426945,-88.0239755
IL,I290,15B,41.8749402,-87.9134897
IL,I290,28B,41.875778749999995,-87.66762145
IL,I290,29A,41.8755874,-87.6616866
IL,I290,21A,41.8721917,-87.8199855
IL,I290,23A,41.871161900000004,-87.77334085000001
IL,I290,23B,41.87113325,-87.76411975
IL,I290,1B,42.0313385,-88.0307461
IL,I290,4,42.001898249999996,-88.02631124999999
IL,I290,10A,41.92816515,-87.96987874999999
IL,I290,25,41.8740165,-87.7305035
IL,I290,19A,41.87106645,-87.8529737
IL,I290,20,41.87154675,-87.83387615000001
IL,I290,19B,41.8713552,-87.8398792
IL,I290,28A,41.87563095,-87.67652405
IL,I290,27B,41.8757578,-87.6887536
IL,I290,27A,41.8745121,-87.7042774
IL,I290,26A,41.873970549999996,-87.7205169
IL,I290,24A,41.8717375,-87.7500704
IL,I290,18A,41.871000699999996,-87.86699055
IL,I290,14B,41.8893698,-87.9206219
IL,I290,14A,41.8931786,-87.9205907
IL,I290,14,41.8850947,-87.9203234
IL,I290,10B,41.9272728,-87.96330535
IL,I290,24B,41.8714016,-87.7491437
IL,I290,13B,41.906807,-87.9238558
IL,I290,1A,42.0497335,-88.0294918
IL,I294,52,42.1490306,-87.8757561
IL,I294,160,41.5779318,-87.5412514
IL,I294,2AB,41.5793358,-87.6284954
IL,I294,40A,41.990038,-87.8677787
IL,I294,6AB,41.5904098,-87.68086120000001
IL,I294,39,41.9728098,-87.8693089
IL,I294,40,41.9781635,-87.8693906
IL,I294,33,41.9061056,-87.9201228
IL,I294,45,42.0606442,-87.8679242
IL,I294,0,41.5777804,-87.5932503
IL,I294,161,41.577754850000005,-87.56662965000001
IL,I294,5,41.58280555,-87.6752785
IL,I294,2BA,41.578076,-87.6456654
IL,I294,8,41.6317598,-87.6972476
IL,I294,12BA,41.6651352,-87.7478594
IL,I294,17A,41.7202779,-87.8074802
IL,I294,30B,41.8613083,-87.9184316
IL,I294,29,41.8387992,-87.9192302
IL,I294,27B,41.8202606,-87.914998
IL,I294,27A,41.81640635,-87.91393635
IL,I294,23B,41.7611627,-87.8932847
IL,I294,23A,41.7575227,-87.8818874
IL,I294,22,41.75523565,-87.87571265
IL,I294,17B,41.7211234,-87.8079218
IL,I294,17,41.7148954,-87.8027286
IL,I294,12B,41.6602078,-87.733184
IL,I294,12A,41.6587472,-87.7305756
IL,I294,48,42.1069094,-87.86914125
IL,I294,4,41.5813998,-87.6792299
IL,I294,42AB,41.9981729,-87.8656796
IL,I294,38B,41.9589591,-87.8788799
IL,I294,38A,41.9571381,-87.8800449
IL,I294,38B–A,41.9672953,-87.8731459
IL,I294,6BA,41.6085812,-87.6819708
IL,I294,44B,42.0382403,-87.8681265
IL,I294,44A,42.0361814,-87.867423
IL,I294,40B,41.9959098,-87.8658538
IL,I294,7BA,41.6243578,-87.6907495
IL,I294,30A,41.8594795,-87.9189622
IL,I294,7,41.6138352,-87.6844253
IL,I294,31,41.865682,-87.9170329
IL,I294,23,41.771645,-87.9072787
IL,I294,34,41.9210197,-87.9200676
IL,I35,,,
IL,I355,7,41.74479193333334,-88.01650066666667
IL,I355,15,41.7513405,-88.0353046
IL,I355,29,41.92752635,-88.03778585
IL,I355,18,41.7865836,-88.05527000000001
IL,I355,24,41.8589346,-88.03940030000001
IL,I355,19,41.8087994,-88.0520948
IL,I355,2022,41.8424641,-88.0293611
IL,I355,20A,41.7967834,-88.0567757
IL,I355,20B,41.7995001,-88.0567578
IL,I355,17,41.771879049999995,-88.045406
IL,I355,27,41.902992749999996,-88.03788465
IL,I355,31,41.9527581,-88.0318996
IL,I355,8,41.6574249,-88.01947555
IL,I355,4,41.59944385,-88.01110854999999
IL,I355,0A;0B,41.5419681,-87.9648696
IL,I355,1,41.5509083,-87.97812074999999
IL,I355,12B,41.710144799999995,-88.03190255000001
IL,I355,12A,41.704572600000006,-88.03095785
IL,I355,13,41.72958305,-88.03435255
IL,I355,22,41.8239771,-88.0282509
IL,I36,,,
IL,I39,1,42.490984600000004,-88.99401155000001
IL,I39,122A,42.240042,-88.9659193
IL,I39,8,41.511094825,-88.985892225
IL,I39,72,41.55433435,-89.06105925
IL,I39,59A,41.36405255,-89.05969
IL,I39,57,41.3364217,-89.0714665
IL,I39,59B,41.37134745,-89.05885185
IL,I39,97B,41.908391449999996,-89.0223551
IL,I39,104,42.007548,-89.0208379
IL,I39,111,42.10394945,-89.0228837
IL,I39,115,42.16596665,-89.02363715
IL,I39,5,40.60678165,-89.00034185
IL,I39,2,40.56087545,-89.0025008
IL,I39,119,42.2161184,-89.00366109999999
IL,I39,97A,41.9019104,-89.01928665
IL,I39,15,42.276331299999995,-88.96481399999999
IL,I39,17,42.2505359,-88.9633487
IL,I39,35,41.02823325,-89.05639099999999
IL,I39,41,41.11903825,-89.075354
IL,I39,48,41.22158,-89.0779045
IL,I39,51,41.264850499999994,-89.08123035
IL,I39,52,41.27602015,-89.081804
IL,I39,54,41.2951992,-89.08275455
IL,I39,66,41.470200250000005,-89.05002905
IL,I39,82,41.698710750000004,-89.03139730000001
IL,I39,87,41.76066225,-89.00960445000001
IL,I39,93,41.8509787,-89.0102071
IL,I39,99,41.93424995,-89.0241364
IL,I39,14,40.73374285,-89.03441705
IL,I39,22,40.85251265,-89.0363256
IL,I39,27,40.911168,-89.0566466
IL,I39,3,42.4565573,-88.99495855
IL,I39,12,42.31884725,-88.96456
IL,I474,6A,40.6565081,-89.6432327
IL,I474,99,40.6310169,-89.5111085
IL,I474,15,40.6320055,-89.5393169
IL,I474,6B,40.6535359,-89.6401682
IL,I474,6,40.6607678,-89.6492233
IL,I474,5,40.6712486,-89.66659145
IL,I474,3A,40.69681115,-89.67579724999999
IL,I474,0A,40.7364704,-89.6700523
IL,I474,0B,40.73724795,-89.66995295000001
IL,I474,9,40.6307624,-89.61212309999999
IL,I51,,,
IL,I55,276C,41.7585549,-87.9103392
IL,I55,277A,41.76006485,-87.9026356
IL,I55,290,41.83639975,-87.67706770000001
IL,I55,282,41.7966644,-87.81334
IL,I55,293A,41.8472169,-87.6360048
IL,I55,271B,41.7179339,-88.0047515
IL,I55,273A,41.7304399,-87.97576415
IL,I55,273B,41.7324162,-87.96999325
IL,I55,271A,41.7156887,-88.00897395
IL,I55,293C,41.8481291,-87.623007
IL,I55,248,41.456634199999996,-88.19594269999999
IL,I55,268,41.707573,-88.024859
IL,I55,261,41.6373111,-88.1593622
IL,I55,251,41.5024462,-88.19767064999999
IL,I55,250B,41.490501699999996,-88.1975891
IL,I55,224,41.4020586,-88.1933874
IL,I55,217,41.0938438,-88.45053555
IL,I55,105,39.907088349999995,-89.59516550000001
IL,I55,98B,39.80433875,-89.5945495
IL,I55,92AB,39.738896999999994,-89.6396636
IL,I55,88,39.68584075,-89.64309885
IL,I55,100B,39.83370395,-89.5933095
IL,I55,201,40.9186269,-88.6427291
IL,I55,244,41.3897207,-88.1927224
IL,I55,241,41.35482485,-88.19190375
IL,I55,227,41.1850252,-88.32179355
IL,I55,220,41.11725695,-88.41433305
IL,I55,197,40.87380175,-88.6714176
IL,I55,126,40.1630532,-89.41770645
IL,I55,123,40.11309175,-89.41648895
IL,I55,119,40.0740964,-89.4415178
IL,I55,133,40.1864105,-89.31420299999999
IL,I55,127,40.176900599999996,-89.41142975
IL,I55,140,40.2597495,-89.2199265
IL,I55,41,39.020889499999996,-89.750031
IL,I55,44,39.0722835,-89.755716
IL,I55,33,38.93154785,-89.80101235000001
IL,I55,17,38.7172385,-89.92071014999999
IL,I55,18,38.73232125,-89.9126015
IL,I55,11,38.67940845,-90.0133117
IL,I55,30,38.8890855,-89.8383215
IL,I55,37,38.968021,-89.75373450000001
IL,I55,9,38.6669262,-90.0504976
IL,I55,6,38.6627847,-90.09358245
IL,I55,10,38.67248745,-90.03096120000001
IL,I55,15A,38.7078003,-89.960939
IL,I55,15B,38.70839375,-89.9569652
IL,I55,23,38.79567215,-89.89522174999999
IL,I55,20B,38.754325050000006,-89.90657279999999
IL,I55,20A,38.7472859,-89.90849795
IL,I55,63,39.32225699999999,-89.64268100000001
IL,I55,52,39.175405600000005,-89.68099735
IL,I55,60,39.278178499999996,-89.64183249999999
IL,I55,72,39.447406,-89.6441049
IL,I55,1B,38.6212755,-90.1660708
IL,I55,1,38.617137299999996,-90.17136815
IL,I55,4B,38.6481472,-90.1244759
IL,I55,2B,38.6309473,-90.1537899
IL,I55,4,38.6404136,-90.1338459
IL,I55,4A,38.645073,-90.128944
IL,I55,3B,38.6359511,-90.1379318
IL,I55,3,38.6323951,-90.1481646
IL,I55,3A,38.6343565,-90.1404186
IL,I55,80,39.56699065,-89.64619915
IL,I55,98A,39.79932975,-89.59589869999999
IL,I55,83,39.6160267,-89.64693795
IL,I55,2A,38.6295818,-90.1581572
IL,I55,263,41.655561899999995,-88.12529079999999
IL,I55,257,41.583726150000004,-88.16886405
IL,I55,276A,41.755384500000005,-87.91896969999999
IL,I55,293D,41.847894,-87.6220761
IL,I55,293B,41.8473199,-87.6268182
IL,I55,154,40.4079859,-89.0542844
IL,I55,165B,40.5387884,-88.9958789
IL,I55,160,40.48511655,-89.0286175
IL,I55,145,40.31209495,-89.16482155
IL,I55,187,40.738229849999996,-88.73755475
IL,I55,178,40.644778099999996,-88.8094132
IL,I55,171,40.57171055,-88.9011434
IL,I55,164&165,40.5387548,-88.9858374
IL,I55,163,40.5338577,-89.02304749999999
IL,I55,165A,40.5388867,-89.0008054
IL,I55,164,40.5391906,-89.0180658
IL,I55,157,40.4513444,-89.0236519
IL,I55,157A;157B,40.4353199,-89.0283483
IL,I55,167,40.53949055,-88.94804875
IL,I55,287,41.823195999999996,-87.7238761
IL,I55,283,41.798793599999996,-87.80142169999999
IL,I55,274,41.7387756,-87.9511306
IL,I55,274AB,41.7447143,-87.9387764
IL,I55,40B,38.6189355,-90.1859962
IL,I55,2C,38.6312612,-90.1531202
IL,I55,279A,41.7609234,-87.873198
IL,I55,279B,41.7617061,-87.8671311
IL,I55,253,41.521537050000006,-88.188985
IL,I55,267,41.68574615,-88.06673425
IL,I55,288,41.8322873,-87.6954268
IL,I55,289,41.8292423,-87.7042159
IL,I55,286,41.8169223,-87.74371675
IL,I55,285,41.8108752,-87.76290695
IL,I55,282A,41.7898448,-87.8243743
IL,I55,282B,41.7937355,-87.8206179
IL,I55,279AB,41.7631224,-87.8583649
IL,I55,277B,41.7606754,-87.8959619
IL,I55,276B,41.7577191,-87.9134339
IL,I55,269,41.70360384999999,-88.03234090000001
IL,I55,247,41.43428405,-88.19499404999999
IL,I55,240,41.34422635,-88.19163375
IL,I55,236,41.2888394,-88.23131865
IL,I55,238,41.3123451,-88.1931148
IL,I55,233,41.259322999999995,-88.24653140000001
IL,I55,209,41.0059105,-88.5365821
IL,I55,109,39.956922399999996,-89.55397445
IL,I55,292,41.8474238,-87.630973
IL,I55,96B,39.78891055,-89.59868374999999
IL,I55,96A,39.78410125,-89.5999731
IL,I55,100A,39.8293066,-89.5929505
IL,I55,82,39.5933921,-89.646597
IL,I55,115,40.019843800000004,-89.49433955
IL,I55,250A,41.4803704,-88.1971343
IL,I55,94,39.7601676,-89.60548125
IL,I55,90,39.713862649999996,-89.6438359
IL,I55,292A,41.8418847,-87.6589639
IL,I55,292B,41.8454193,-87.6493876
IL,I57,335,41.4270794,-87.75943799999999
IL,I57,302,40.9998343,-87.9059355
IL,I57,235A,40.1174045,-88.3050279
IL,I57,240,40.1811589,-88.245407
IL,I57,238,40.1570187,-88.27144255
IL,I57,250,40.307987749999995,-88.1840013
IL,I57,220,39.9055973,-88.27971725
IL,I57,235B,40.1224507,-88.30506905
IL,I57,229,40.0253185,-88.3037175
IL,I57,237B,40.14807075,-88.28166025
IL,I57,237A,40.1442206,-88.28607170000001
IL,I57,63,41.720145,-87.6246836
IL,I57,190B,39.4869698,-88.32191230000001
IL,I57,184,39.42656675,-88.37796334999999
IL,I57,177,39.33073465,-88.4334666
IL,I57,203,39.6810119,-88.29223365
IL,I57,163,39.1543454,-88.5077636
IL,I57,151,38.99787725,-88.59015385000001
IL,I57,145,38.9334674,-88.6629598
IL,I57,159,39.120745549999995,-88.5685326
IL,I57,162,39.145707099999996,-88.52965305000001
IL,I57,160,39.1340582,-88.5619167
IL,I57,157,39.0914124,-88.5801251
IL,I57,135,38.839489549999996,-88.7853701
IL,I57,261,40.4551792,-88.1121754
IL,I57,65,37.897864049999995,-88.946096
IL,I57,77,38.0805673,-88.91599575000001
IL,I57,71,37.996751,-88.9338598
IL,I57,272,40.6043515,-88.0554472
IL,I57,293,40.8843713,-87.96769315
IL,I57,283,40.7513986,-88.0065232
IL,I57,280,40.71481425,-88.0280398
IL,I57,297,40.928770549999996,-87.92891850000001
IL,I57,83,38.154695000000004,-88.91343385
IL,I57,96,38.33547445,-88.9549219
IL,I57,103,38.43741595,-88.95185595000001
IL,I57,92,38.27102925,-88.93384125
IL,I57,95,38.3130355,-88.95197945000001
IL,I57,94,38.2995483,-88.9462716
IL,I57,40,37.555949,-89.0326705
IL,I57,312,41.118303600000004,-87.83564765
IL,I57,308,41.0766632,-87.8688108
IL,I57,116,38.62737235,-88.97231239999999
IL,I57,127,38.7588389,-88.8934016
IL,I57,109,38.519832199999996,-88.9619103
IL,I57,18,37.27169615,-89.1573804
IL,I57,8,37.1294602,-89.1794707
IL,I57,36,37.52336525,-89.0793139
IL,I57,30,37.448435950000004,-89.14401724999999
IL,I57,24,37.3701074,-89.15547480000001
IL,I57,25,37.375823,-89.1546541
IL,I57,54A,37.7354565,-88.9587382
IL,I57,45,37.6215416,-88.98763495
IL,I57,44,37.606786850000006,-88.99450920000001
IL,I57,59,37.81686425,-88.94593125
IL,I57,53,37.732618849999994,-88.9587913
IL,I57,327,41.3244086,-87.81988285
IL,I57,54,37.7531278,-88.9535894
IL,I57,353,41.6632467,-87.66256035
IL,I57,355,41.69076105,-87.6603608
IL,I57,357,41.714686650000004,-87.6417223
IL,I57,212,39.791608499999995,-88.2645446
IL,I57,190A,39.48180875,-88.321742
IL,I57,358,41.7187644,-87.6251399
IL,I57,345A,41.56334819999999,-87.74328080000001
IL,I57,345B,41.56900935,-87.74319925
IL,I57,354,41.678569100000004,-87.6620659
IL,I57,348AB,41.6023336,-87.70823565
IL,I57,346,41.5828555,-87.7335409
IL,I57,346AB,41.5924774,-87.7212917
IL,I57,342,41.5231511,-87.7423995
IL,I57,342B,41.5323838,-87.7428426
IL,I57,342A,41.5276256,-87.7427725
IL,I57,340B,41.5118554,-87.7426665
IL,I57,340,41.5016323,-87.742361
IL,I57,340A,41.5065156,-87.7426477
IL,I57,232,40.069767049999996,-88.3038511
IL,I57,192,39.521924299999995,-88.3143577
IL,I57,339,41.48413495,-87.74668765000001
IL,I57,322,41.2504122,-87.85227760000001
IL,I57,1,37.04488675,-89.20076230000001
IL,I57,315,41.16756025,-87.85185014999999
IL,I57,337,41.455193300000005,-87.7568157
IL,I57,349350,41.6100931,-87.6977821
IL,I57,54B,37.7409519,-88.9579007
IL,I57,318,41.2074901,-87.8669536
IL,I57,350,41.6288126,-87.673823
IL,I64,69,38.36194735,-89.0348262
IL,I64,80,38.273312950000005,-88.90440825
IL,I64,96,38.3304081,-88.9551544
