state,highway,exit,latitude,longitude
AL,I65,334,34.5322965,-86.90544349999999
AL,I65,318,34.3159409,-86.9013388
AL,I65,325,34.4124185,-86.8984275
AL,I65,322,34.3678111,-86.8916289
AL,I65,234,33.171819,-86.777061
AL,I65,246,33.33718655,-86.7798174
AL,I65,238,33.2305069,-86.80625565
AL,I65,247,33.357730700000005,-86.778375
AL,I65,228,33.102338,-86.7390455
AL,I65,242,33.279489,-86.8001107
AL,I65,231,33.1422695,-86.75
AL,I65,254,33.43151095,-86.822529
AL,I65,250,33.39389075,-86.7853575
AL,I65,252,33.41197005,-86.80559175
AL,I65,259,33.4966544,-86.8156206
AL,I65,260B,33.5082114,-86.8186871
AL,I65,261A,33.518946650000004,-86.82367055
AL,I65,271,33.6504353,-86.8294596
AL,I85,79,32.84785255,-85.18562015
AL,I85,70,32.74616485,-85.2810113
AL,I85,77,32.821965500000005,-85.2131985
AL,I85,57,32.605317150000005,-85.4278472
AL,I85,66,32.699919,-85.313455
AL,I85,58,32.6167373,-85.4017445
AL,I85,51,32.55891125,-85.5060718
AL,I85,64,32.673026500000006,-85.3315711
AL,I85,62,32.643401,-85.35307935
AL,I85,60,32.63332835,-85.3693371
AL,I85,50,32.547855049999995,-85.52767845
AL,I85,22,32.4071195,-85.95844249999999
AL,I85,42,32.4873025,-85.6361045
AL,I85,26,32.4282185,-85.8993505
AL,I85,38,32.472648,-85.692732
AL,I85,32,32.444854500000005,-85.79487950000001
AL,I85,9,32.361516699999996,-86.17085785
AL,I85,6,32.3628535,-86.2148665
AL,I85,11,32.3675875,-86.1389045
AL,I85,16,32.368868500000005,-86.052965
AL,I85,0,32.36747655,-86.31964045000001
AL,I85,4,32.359295700000004,-86.2440763
AL,I85,15,32.3674191,-86.079759
AL,I85,2,32.3659485,-86.2841011
AL,I85,3,32.3654155,-86.2709246
AL,I85,1,32.36783015,-86.30428115
AR,I30,54,33.903735049999995,-93.29640950000001
AR,I30,69,34.07309265000001,-93.12030135
AR,I30,63,33.995247500000005,-93.18555595000001
AR,I30,73,34.11816215,-93.09314305000001
AR,I30,78,34.18460695,-93.07007705
AR,I30,36,33.7376275,-93.5232595
AR,I30,30,33.682073,-93.61039600000001
AR,I30,18,33.61093115,-93.80008799999999
AR,I30,98B,34.398457,-92.82488315
AR,I30,31,33.6927174,-93.5958216
AR,I30,97,34.38567435,-92.8453307
AR,I30,83,34.235098050000005,-93.0076152
AR,I30,91,34.3317456,-92.92067395000001
AR,I30,98A,34.3956861,-92.829714
AR,I30,1,33.4711662,-94.03398895
AR,I30,46,33.831332599999996,-93.39510855
AR,I30,44,33.810745,-93.42316500000001
AR,I30,129,34.66051095,-92.40335955
AR,I30,133,34.67888235,-92.34381325
AR,I30,135,34.68914345,-92.3058022
AR,I30,139A,34.723627,-92.267056
AR,I30,131,34.6753975,-92.3666538
AR,I30,140,34.744982,-92.26203775
AR,I30,141B,34.762293,-92.2622072
AR,I30,132,34.67848185,-92.35591654999999
AR,I30,142,34.768612899999994,-92.26186935
AR,I30,134,34.6799593,-92.32075615
AR,I30,111,34.5360967,-92.67507565
AR,I30,116,34.562782,-92.607292
AR,I30,121,34.60573415,-92.53373389999999
AR,I30,143AB,34.7734327,-92.2613984
AR,I30,138,34.7136299,-92.270096
